LINK_ID	GEOMETRY
19780	LINESTRING (982121.2963889 -4282001.78713197,982166.9522193 -4282032.5536901,982194.22206532 -4282058.44504428,982217.45723322 -4282090.29708193,982230.21027614 -4282113.15652039,982243.82124914 -4282144.32501519,982265.38491835 -4282194.95989378,982274.18509223 -4282211.89129113,982283.06844302 -4282225.06635404,982291.3083781 -4282231.73240559,982298.85313645 -4282235.49175139,982307.69446615 -4282238.17849055,982319.88122442 -4282240.67965412,982329.27381918 -4282239.85311199)
19781	LINESTRING (982329.27381918 -4282239.85311199,982319.88122442 -4282240.67965412,982307.69446615 -4282238.17849055,982298.85313645 -4282235.49175139,982291.3083781 -4282231.73240559,982283.06844302 -4282225.06635404,982274.18509223 -4282211.89129113,982265.38491835 -4282194.95989378,982243.82124914 -4282144.32501519,982230.21027614 -4282113.15652039,982217.45723322 -4282090.29708193,982194.22206532 -4282058.44504428,982166.9522193 -4282032.5536901,982121.2963889 -4282001.78713197)
19782	LINESTRING (982275.53861111 -4282229.78789798)
19783	LINESTRING (982275.53861111 -4282229.78789798)
19784	LINESTRING (980959.13478512 -4281425.95340857,981075.98410843 -4281476.22396222,981192.76682671 -4281535.29414637,981309.26704844 -4281600.26621938,981434.74452163 -4281666.27991292,981565.94039807 -4281729.7205732,981728.85280273 -4281807.12471711,981882.9616902 -4281881.38929573,981939.23973347 -4281907.80734479,981964.1104857 -4281919.47279154)
19785	LINESTRING (981964.1104857 -4281919.47279154,981939.23973347 -4281907.80734479,981882.9616902 -4281881.38929573,981728.85280273 -4281807.12471711,981565.94039807 -4281729.7205732,981434.74452163 -4281666.27991292,981309.26704844 -4281600.26621938,981192.76682671 -4281535.29414637,981075.98410843 -4281476.22396222,980959.13478512 -4281425.95340857)
19786	LINESTRING (957717.10708264 -4294925.81331625,957715.10959535 -4294925.17015863,957713.57948925 -4294924.46653295,957712.36198966 -4294923.74509286,957711.06587938 -4294922.90481382,957709.84802956 -4294921.98165689,957708.87299752 -4294920.92260838,957708.11816086 -4294919.68089471)
19787	LINESTRING (957708.11816086 -4294919.68089471,957708.87299752 -4294920.92260838,957709.84802956 -4294921.98165689,957711.06587938 -4294922.90481382,957712.36198966 -4294923.74509286,957713.57948925 -4294924.46653295,957715.10959535 -4294925.17015863,957717.10708264 -4294925.81331625)
19792	LINESTRING (957678.80052286 -4295095.6865442)
19793	LINESTRING (957678.80052286 -4295095.6865442)
19806	LINESTRING (956915.8024548 -4297393.29492681)
19807	LINESTRING (956915.8024548 -4297393.29492681)
19808	LINESTRING (957712.14420059 -4294908.36446118,957722.3609982 -4294861.29043485)
19809	LINESTRING (957722.3609982 -4294861.29043485,957712.14420059 -4294908.36446118)
19812	LINESTRING (991016.62853684 -4302004.48358252,991020.85177577 -4301952.30081491,991021.9867006 -4301890.13465005)
19813	LINESTRING (991021.9867006 -4301890.13465005,991020.85177577 -4301952.30081491,991016.62853684 -4302004.48358252)
19814	LINESTRING (991202.03471751 -4301637.30823161,991200.06021135 -4301649.84283572,991198.46724222 -4301659.90071309,991195.00521124 -4301689.26180794)
19815	LINESTRING (991195.00521124 -4301689.26180794,991198.46724222 -4301659.90071309,991200.06021135 -4301649.84283572,991202.03471751 -4301637.30823161)
19818	LINESTRING (991061.02069509 -4302166.48406797,991048.2251213 -4302222.8997879,991041.2255782 -4302254.55680888,991036.02654466 -4302281.98082184)
19819	LINESTRING (991036.02654466 -4302281.98082184,991041.2255782 -4302254.55680888,991048.2251213 -4302222.8997879,991061.02069509 -4302166.48406797)
19820	LINESTRING (991187.67907645 -4301768.47225479,991182.30613976 -4301785.91519664,991176.3663228 -4301801.64846573,991173.48980864 -4301807.47776741,991171.76089097 -4301811.60504106)
19821	LINESTRING (991171.76089097 -4301811.60504106,991173.48980864 -4301807.47776741,991176.3663228 -4301801.64846573,991182.30613976 -4301785.91519664,991187.67907645 -4301768.47225479)
19824	LINESTRING (969633.46445898 -4280992.85625855,969439.04334109 -4280989.326699,969372.71458781 -4280988.14871686)
19825	LINESTRING (969372.71458781 -4280988.14871686,969439.04334109 -4280989.326699,969633.46445898 -4280992.85625855)
19826	LINESTRING (973602.51051356 -4296872.08106762,973577.00143411 -4296876.93420074,973554.37778692 -4296879.3960994,973526.22434764 -4296879.74744127,973493.32089177 -4296877.0033476,973465.87869858 -4296873.30454651,973429.38471596 -4296864.88864575,973379.53427153 -4296850.36915305,973301.59487343 -4296826.86133206,973266.15518908 -4296818.58339453,973238.73111433 -4296813.86698124,973212.98920133 -4296810.64309607,973183.62904684 -4296810.26180632)
19827	LINESTRING (973183.62904684 -4296810.26180632,973212.98920133 -4296810.64309607,973238.73111433 -4296813.86698124,973266.15518908 -4296818.58339453,973301.59487343 -4296826.86133206,973379.53427153 -4296850.36915305,973429.38471596 -4296864.88864575,973465.87869858 -4296873.30454651,973493.32089177 -4296877.0033476,973526.22434764 -4296879.74744127,973554.37778692 -4296879.3960994,973577.00143411 -4296876.93420074,973602.51051356 -4296872.08106762)
19830	LINESTRING (958623.73706438 -4286511.14320341,958629.31989029 -4286504.17639487,958637.69184051 -4286498.69397597,958646.63742102 -4286493.67559328)
19831	LINESTRING (958646.63742102 -4286493.67559328,958637.69184051 -4286498.69397597,958629.31989029 -4286504.17639487,958623.73706438 -4286511.14320341)
19832	LINESTRING (958602.65388685 -4286565.84577961,958609.72722186 -4286544.09815372)
19833	LINESTRING (958609.72722186 -4286544.09815372,958602.65388685 -4286565.84577961)
19838	LINESTRING (984095.43516408 -4292059.42343905,984091.60418074 -4292050.78038086)
19839	LINESTRING (984091.60418074 -4292050.78038086,984095.43516408 -4292059.42343905)
19856	LINESTRING (989305.22598208 -4292495.34157887,989312.75463924 -4292465.18636812,989315.44242154 -4292451.50868941)
19857	LINESTRING (989315.44242154 -4292451.50868941,989312.75463924 -4292465.18636812,989305.22598208 -4292495.34157887)
19858	LINESTRING (986045.81486461 -4306901.36094042,986047.2299859 -4306895.34337802,986083.1050963 -4306742.61714969)
19859	LINESTRING (986083.1050963 -4306742.61714969,986047.2299859 -4306895.34337802,986045.81486461 -4306901.36094042)
19860	LINESTRING (983809.5071826 -4293977.11249968,983912.36252767 -4294003.65358696,983982.85317276 -4294014.2347549,984041.44812305 -4294020.18588733)
19861	LINESTRING (984041.44812305 -4294020.18588733,983982.85317276 -4294014.2347549,983912.36252767 -4294003.65358696,983809.5071826 -4293977.11249968)
19862	LINESTRING (984745.28076788 -4315575.17359469,984713.6784534 -4315520.49637714,984686.96826985 -4315479.85729314,984659.86573551 -4315439.93476652,984622.41914805 -4315397.46595267,984448.4752171 -4315231.83557084,984411.11200514 -4315197.29228081,984363.87327903 -4315158.1252818,984310.948888 -4315117.21930548)
19863	LINESTRING (984310.948888 -4315117.21930548,984363.87327903 -4315158.1252818,984411.11200514 -4315197.29228081,984448.4752171 -4315231.83557084,984622.41914805 -4315397.46595267,984659.86573551 -4315439.93476652,984686.96826985 -4315479.85729314,984713.6784534 -4315520.49637714,984745.28076788 -4315575.17359469)
19866	LINESTRING (984781.12638742 -4315620.46117795,984797.15524378 -4315664.53484072,984811.50318243 -4315713.03436284,984820.79481172 -4315759.21122613,984827.91580666 -4315826.98409883)
19867	LINESTRING (984827.91580666 -4315826.98409883,984820.79481172 -4315759.21122613,984811.50318243 -4315713.03436284,984797.15524378 -4315664.53484072,984781.12638742 -4315620.46117795)
19870	LINESTRING (985347.37001864 -4292902.15639121,985386.74431678 -4292909.61093071,985420.71868876 -4292915.08417223)
19871	LINESTRING (985420.71868876 -4292915.08417223,985386.74431678 -4292909.61093071,985347.37001864 -4292902.15639121)
19872	LINESTRING (985653.50666861 -4292985.89717492)
19873	LINESTRING (985653.50666861 -4292985.89717492)
19876	LINESTRING (963858.84408005 -4282108.38334175,963863.78723429 -4282110.99669153)
19877	LINESTRING (963863.78723429 -4282110.99669153,963858.84408005 -4282108.38334175)
19878	LINESTRING (961363.28716993 -4277884.89691197)
19879	LINESTRING (961363.28716993 -4277884.89691197)
19880	LINESTRING (994137.36834028 -4303426.18004178)
19881	LINESTRING (994137.36834028 -4303426.18004178)
19884	LINESTRING (975986.39736183 -4302063.22497131)
19885	LINESTRING (975986.39736183 -4302063.22497131)
19888	LINESTRING (989145.56073618 -4301199.83472565,989164.27324357 -4301207.14332429,989216.90249956 -4301223.7681373,989218.14330114 -4301225.89652301,989218.83452764 -4301228.80530567,989218.26641787 -4301231.18692647,989214.70227342 -4301234.37712613,989208.10347702 -4301236.22034251)
19889	LINESTRING (989208.10347702 -4301236.22034251,989214.70227342 -4301234.37712613,989218.26641787 -4301231.18692647,989218.83452764 -4301228.80530567,989218.14330114 -4301225.89652301,989216.90249956 -4301223.7681373,989164.27324357 -4301207.14332429,989145.56073618 -4301199.83472565)
19890	LINESTRING (996008.6690345 -4298806.25308155)
19891	LINESTRING (996008.6690345 -4298806.25308155)
19894	LINESTRING (990720.1061281 -4301598.29657808)
19895	LINESTRING (990720.1061281 -4301598.29657808)
19896	LINESTRING (972869.23688123 -4276239.93327592,972796.98362469 -4276224.91349483,972786.85632129 -4276224.74308658,972777.27330647 -4276227.71123314,972773.24482943 -4276230.09085914,972770.57720452 -4276232.58969194)
19897	LINESTRING (972770.57720452 -4276232.58969194,972773.24482943 -4276230.09085914,972777.27330647 -4276227.71123314,972786.85632129 -4276224.74308658,972796.98362469 -4276224.91349483,972869.23688123 -4276239.93327592)
19898	LINESTRING (968206.85331149 -4295642.0345681,968205.41397158 -4295636.32843155,968203.12469978 -4295624.17203702,968201.27471346 -4295611.05670957,968200.39269463 -4295599.98691865,968199.68534966 -4295585.49225012,968199.93874328 -4295567.63015542,968201.35980167 -4295547.79700675,968204.34256982 -4295535.93300685,968210.08725489 -4295521.65449406,968222.64880343 -4295502.90641577,968241.70849261 -4295485.57753209,968261.11332424 -4295474.57639093,968278.90753705 -4295468.07373519,968297.01226613 -4295463.81694238)
19899	LINESTRING (968297.01226613 -4295463.81694238,968278.90753705 -4295468.07373519,968261.11332424 -4295474.57639093,968241.70849261 -4295485.57753209,968222.64880343 -4295502.90641577,968210.08725489 -4295521.65449406,968204.34256982 -4295535.93300685,968201.35980167 -4295547.79700675,968199.93874328 -4295567.63015542,968199.68534966 -4295585.49225012,968200.39269463 -4295599.98691865,968201.27471346 -4295611.05670957,968203.12469978 -4295624.17203702,968205.41397158 -4295636.32843155,968206.85331149 -4295642.0345681)
19900	LINESTRING (968313.09807785 -4295480.84260012,968301.48956334 -4295484.09799089,968289.0936754 -4295488.12504339,968276.11759148 -4295493.40128659,968265.87889701 -4295498.68131564,968257.24714825 -4295504.6956055,968248.81293478 -4295512.62090764,968242.55704623 -4295520.03051731,968236.37333105 -4295529.46345048,968232.42920519 -4295537.78093321,968229.24241347 -4295546.99378188,968226.9371984 -4295555.57767404,968225.67911264 -4295565.91146049,968225.11403875 -4295575.1291835,968224.86199335 -4295584.83368091,968225.805509 -4295601.81422585,968227.10273969 -4295613.72709346)
19901	LINESTRING (968227.10273969 -4295613.72709346,968225.805509 -4295601.81422585,968224.86199335 -4295584.83368091,968225.11403875 -4295575.1291835,968225.67911264 -4295565.91146049,968226.9371984 -4295555.57767404,968229.24241347 -4295546.99378188,968232.42920519 -4295537.78093321,968236.37333105 -4295529.46345048,968242.55704623 -4295520.03051731,968248.81293478 -4295512.62090764,968257.24714825 -4295504.6956055,968265.87889701 -4295498.68131564,968276.11759148 -4295493.40128659,968289.0936754 -4295488.12504339,968301.48956334 -4295484.09799089,968313.09807785 -4295480.84260012)
19902	LINESTRING (966609.20091411 -4297529.52976005,966604.66153391 -4297538.78250598,966599.02486896 -4297550.42736244)
19903	LINESTRING (966599.02486896 -4297550.42736244,966604.66153391 -4297538.78250598,966609.20091411 -4297529.52976005)
19904	LINESTRING (985664.07109085 -4287029.48338642,985648.64822281 -4287038.33075321,985636.31903987 -4287047.60983752,985618.66760872 -4287062.91413489,985604.72594875 -4287076.92352799,985590.5936522 -4287094.88204746,985576.77509412 -4287116.5208086,985558.12321729 -4287160.31653139,985547.93203485 -4287202.42156596,985541.87531074 -4287231.53930812,985517.92762543 -4287338.8596321,985500.63764447 -4287407.7943779,985494.10703172 -4287445.6538753,985492.36715569 -4287470.24814243,985491.5571652 -4287503.20452769,985493.43407845 -4287519.13479518,985503.43119909 -4287559.5381828,985506.05579769 -4287568.3533474,985517.02404095 -4287606.83762608,985541.29406119 -4287681.67210323,985562.90988054 -4287754.0302865)
19905	LINESTRING (985562.90988054 -4287754.0302865,985541.29406119 -4287681.67210323,985517.02404095 -4287606.83762608,985506.05579769 -4287568.3533474,985503.43119909 -4287559.5381828,985493.43407845 -4287519.13479518,985491.5571652 -4287503.20452769,985492.36715569 -4287470.24814243,985494.10703172 -4287445.6538753,985500.63764447 -4287407.7943779,985517.92762543 -4287338.8596321,985541.87531074 -4287231.53930812,985547.93203485 -4287202.42156596,985558.12321729 -4287160.31653139,985576.77509412 -4287116.5208086,985590.5936522 -4287094.88204746,985604.72594875 -4287076.92352799,985618.66760872 -4287062.91413489,985636.31903987 -4287047.60983752,985648.64822281 -4287038.33075321,985664.07109085 -4287029.48338642)
19910	LINESTRING (993718.12398714 -4295197.28424343,993717.0787355 -4295200.81040014,993708.35176577 -4295220.49207493,993700.27719965 -4295231.10976905,993687.31032166 -4295245.51398768)
19911	LINESTRING (993687.31032166 -4295245.51398768,993700.27719965 -4295231.10976905,993708.35176577 -4295220.49207493,993717.0787355 -4295200.81040014,993718.12398714 -4295197.28424343)
19912	LINESTRING (966908.56231761 -4291481.68757235)
19913	LINESTRING (966908.56231761 -4291481.68757235)
19914	LINESTRING (976479.83508332 -4300226.96530849,976537.88397115 -4300241.02462735,976583.12478898 -4300251.99410425,976669.69319231 -4300272.96109011,976676.9754677 -4300274.72372543,976729.95094992 -4300287.56358883,976783.16146301 -4300300.45805784)
19915	LINESTRING (976783.16146301 -4300300.45805784,976729.95094992 -4300287.56358883,976676.9754677 -4300274.72372543,976669.69319231 -4300272.96109011,976583.12478898 -4300251.99410425,976537.88397115 -4300241.02462735,976479.83508332 -4300226.96530849)
19916	LINESTRING (979596.96776407 -4295287.63600347,979676.23336356 -4295306.86635231)
19917	LINESTRING (979676.23336356 -4295306.86635231,979596.96776407 -4295287.63600347)
19922	LINESTRING (986515.2836754 -4298227.85487248,986515.81313776 -4298230.89444865)
19923	LINESTRING (986515.81313776 -4298230.89444865,986515.2836754 -4298227.85487248)
19924	LINESTRING (986480.58339438 -4298152.72344078,986470.60151517 -4298127.64891396,986463.36220913 -4298112.00877237)
19925	LINESTRING (986463.36220913 -4298112.00877237,986470.60151517 -4298127.64891396,986480.58339438 -4298152.72344078)
19932	LINESTRING (986849.4929761 -4298309.64535856)
19933	LINESTRING (986849.4929761 -4298309.64535856)
19934	LINESTRING (986524.16704088 -4298209.1442404)
19935	LINESTRING (986524.16704088 -4298209.1442404)
19936	LINESTRING (986492.92597139 -4298215.89000907)
19937	LINESTRING (986492.92597139 -4298215.89000907)
19938	LINESTRING (987057.40399522 -4298360.49425737,987051.07966815 -4298358.94473203)
19939	LINESTRING (987051.07966815 -4298358.94473203,987057.40399522 -4298360.49425737)
19940	LINESTRING (986853.22767611 -4298295.6544349)
19941	LINESTRING (986853.22767611 -4298295.6544349)
19942	LINESTRING (972588.6530343 -4276148.26445746,972633.82161178 -4276153.49703054,972774.15262023 -4276183.53862084,972811.28328148 -4276191.68505139,973000.84361483 -4276228.57310094,973030.4702644 -4276235.46927764,973171.51040018 -4276268.27711518,973176.87677395 -4276269.53130362,973352.34623746 -4276307.56489612,973413.04432618 -4276320.41083282)
